index,Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
1158,BOOK REVIEW: 'K: A History of Baseball in Ten Pitches' by Tyler Kepner,The Washington Times,2019,4,30,28,0,1,2,1
1159,"Johnny Eric Williams, Trinity College professor: 'Whiteness is terrorism'",The Washington Times,2019,4,30,28,0,1,2,0
1160,"Tom Miller, Iowa AG, gets GOP pushback on anti-Trump lawsuits",The Washington Times,2019,4,30,28,0,1,2,0
1161,Referees for Rockets-Warriors come under fire,The Washington Times,2019,4,30,28,0,1,2,-1
1162,John Bolton: $2 million was promised but not paid to North Korea for Otto Warmbier,The Washington Times,2019,4,30,28,0,1,2,-1
1163,Alexandria Ocasio-Cortez defends her Christianity from Kellyanne Conway,The Washington Times,2019,4,30,28,0,1,2,1
1164,Joe Biden rides Obama nostalgia in 2020 bid,The Washington Times,2019,4,30,28,0,1,2,0
1165,"Carter Kieboom showing poise, making history",The Washington Times,2019,4,30,28,0,1,2,1
1166,"Robert De Niro blasts Trump as 'unrepentant, lying scumbag'",The Washington Times,2019,4,30,28,0,1,2,-1
1167,Thomas Walter Gillen pleads guilty to role in Charlottesville clashes,The Washington Times,2019,4,30,28,0,1,2,-1
1168,Pentagon approves 320 troops for illegal immigrant babysitting duties,The Washington Times,2019,4,30,28,0,1,2,0
1169,New York Times issues correction for article describing Jesus as a Palestinian,The Washington Times,2019,4,30,28,0,1,2,-1
1170,Beto O'Rourke: Illegal immigrants being 'kept in modern-day bondage',The Washington Times,2019,4,30,28,0,1,2,1
1171,"Nick Bosa, San Francisco 49ers draft pick, puts sports and politics back in the mix",The Washington Times,2019,4,30,28,0,1,2,1
1172,Donald Trump praises Rabbi Yisroel Goldstein from Calif. synagogue shooting: 'What a great guy',The Washington Times,2019,4,30,28,0,1,2,0
1173,"'Fake families' surge at border, looking to exploit U.S. immigration law",The Washington Times,2019,4,30,28,0,1,2,-1
1174,Political shenanigans can dash hopes of people who need help the most,The Washington Times,2019,4,30,28,0,1,2,0
1175,BuzzFeed reporter: Anti-Trump dossier a 'f---ked up document',The Washington Times,2019,4,30,28,0,1,2,-1
1176,NFL draft draws record numbers,The Washington Times,2019,4,30,28,0,1,2,1
1177,EDITORIAL: Easing gas mileage regulations would save lives and money,The Washington Times,2019,4,30,28,0,1,2,-1
1178,John Singleton dies at 51: Report,The Washington Times,2019,4,30,28,0,1,2,-1
1179,Prosecutors sue to kick ICE out of courthouses,The Washington Times,2019,4,30,28,0,1,2,-1
1180,Joe Biden snags union endorsement of International Association of Firefighters,The Washington Times,2019,4,30,28,0,1,2,0
1181,Trump hosts Baylor Lady Bears at White House,The Washington Times,2019,4,30,28,0,1,2,-1
1182,Pompeo confident on China talks despite clash over Iranian oil,The Washington Times,2019,4,30,28,0,1,2,1
1183,Rod Rosenstein resigns as deputy attorney general,The Washington Times,2019,4,30,28,0,1,2,-1
1184,"Mark Domingo, Army vet turned Muslim convert, arrested in foiled California terror plot",The Washington Times,2019,4,30,28,0,1,2,0
1185,Inside the Beltway: 2020 jitters: Democrats grow nervous over Trump's political prowess,The Washington Times,2019,4,30,28,0,1,2,-1
1186,White House reviewing past comments by potential Fed nominee Stephen Moore,The Washington Times,2019,4,30,28,0,1,2,-1
1187,Joe Biden reputation as bipartisan dealmaker may fail to resonate in politically divisive era,The Washington Times,2019,4,30,28,0,1,2,-1
1188,Vladimir Putin to go stag to World War II celebration as no foreign leader coming,The Washington Times,2019,4,30,28,0,1,2,1
1189,Chuck Grassley tells Trump to cancel tariffs or lose U.S.-Mexico-Canada trade deal,The Washington Times,2019,4,30,28,0,1,2,-1
1190,Redskins laughed at Cardinals' trade demand for Josh Rosen: report,The Washington Times,2019,4,30,28,0,1,2,-1
1191,"'Haunted' by Hillary's defeat, Democrats ponder the risk of voting for a female candidate in 2020",The Washington Times,2019,4,30,28,0,1,2,-1
1192,Ilhan Omar slams Ted Cruz for attacking her Israel comments without acknowledging synagogue shooting,The Washington Times,2019,4,30,28,0,1,2,-1
1193,Joe Biden won't be able to win over far-left voters,The Washington Times,2019,4,30,28,0,1,2,-1
1194,Chuck Schumer: William Barr mischaracterized Mueller report,The Washington Times,2019,4,30,28,0,1,2,-1
1195,"Obama slams 'leaders who feed fear,' 'avoid facts'",The Washington Times,2019,4,30,28,0,1,2,-1
1196,Majority of Dem voters undecided on their candidate for 2020 primary,The Washington Times,2019,4,30,28,0,1,2,0
1197,Ted Nugent: NRA has been 'less than accountable',The Washington Times,2019,4,30,28,0,1,2,-1
1198,Montez Sweat motivated by draft day slide,The Washington Times,2019,4,30,28,0,1,2,-1
1199,New York Times blames 'single editor' for anti-Semitic cartoon in second statement,The Washington Times,2019,4,30,28,0,1,2,-1
1200,Kimberly Guilfoyle joins Trump 2020 campaign as senior adviser,The Washington Times,2019,4,30,28,0,1,2,1
1201,"Halima Aden, Sports Illustrated swimsuit model, the first Muslim to pose in hijab and burkini",The Washington Times,2019,4,30,28,0,1,2,-1
1202,Cynet apologizes for 'offensive' job posting seeking 'preferably Caucasian' applicants,The Washington Times,2019,4,30,28,0,1,2,-1
1203,Joe Biden kicks off 2020 bid in PIttsburgh,The Washington Times,2019,4,30,28,0,1,2,-1
1204,"Jason Miller, top Trump 2016 campaign aide: 'I want Joe Biden' as Dem nominee",The Washington Times,2019,4,30,28,0,1,2,-1
1205,Transgender activists challenge Tennessee for right to alter birth certificates,The Washington Times,2019,4,30,28,0,1,2,-1
1206,"Zadzooks: Ant Man Helmet, Shield Blast Captain America & Captain Marvel Nerf Gear reviews",The Washington Times,2019,4,30,28,0,1,2,1
1207,Bill Maher rips Democrats' free college push: 'Nothing is free',The Washington Times,2019,4,30,28,0,1,2,-1
1208,"How money laundering, terrorist financing put the EU and U.S. at odds",The Washington Times,2019,4,30,28,0,1,2,-1
1209,House Dems steer $25 million to gun violence research in 2020 HHS funding bill,The Washington Times,2019,4,30,28,0,1,2,0
1210,Commander's firing reveal deeper woes at Guantanamo,The Washington Times,2019,4,30,28,0,1,2,-1
1211,Beto 'don't call me Howdy Doody' O'Rourke unveils $5 trillion Green plan,The Washington Times,2019,4,30,28,0,1,2,0
1212,Michael Cohen described as fall guy for Donald Trump: 'I'm not the one who slept with the porn star',The Washington Times,2019,4,30,28,0,1,2,-1
1213,"Nita Lowey, House Democrats steer $50 million to gun violence research",The Washington Times,2019,4,30,28,0,1,2,-1
1214,Activists at People's Wave Convention working to create agenda they want Democratic Party to embrace,The Washington Times,2019,4,30,28,0,1,2,1
1215,Kansas Republicans seek to amend state constitution to limit abortion after court ruling,The Washington Times,2019,4,30,28,0,1,2,-1
1216,"Alyssa Milano, #MeToo activist: Joe Biden's 'super-affectionate' behavior is a 'cultural difference'",The Washington Times,2019,4,30,28,0,1,2,0
1217,"Donald Trump berates media coverage, firefighters' union for Joe Biden support",The Washington Times,2019,4,30,28,0,1,2,-1
1218,Carolyn Meadows to replace Oliver North as new NRA president,The Washington Times,2019,4,30,28,0,1,2,1
1219,"Chinese, Russian hypersonic weapons advances a growing concern, Air Force chief says",The Washington Times,2019,5,17,29,0,1,2,1
1220,William Barr not blocking Robert Mueller from testifying,The Washington Times,2019,5,17,29,0,1,2,-1
1221,White House asks people to share stories of social media bias,The Washington Times,2019,5,17,29,0,1,2,-1
1222,Mac Thornberry backs White House on moves to counter Iran,The Washington Times,2019,5,17,29,0,1,2,0
1223,"Elizabeth Warren wants to curb 'revolving door' between Pentagon, defense contractors",The Washington Times,2019,5,17,29,0,1,2,0
1224,EDITORIAL: Are there any Democrats left who aren't running for president?,The Washington Times,2019,5,17,29,0,1,2,-1
1225,Dick Durbin to ask Red Cross to monitor U.S. Border Patrol,The Washington Times,2019,5,17,29,0,1,2,1
1226,Jerrold Nadler: Trump makes 'it impossible to rule out impeachment' after rejected document requests,The Washington Times,2019,5,17,29,0,1,2,-1
1227,"Angus King: There is 'heightened Iranian activity,' but Trump needs to 'express a little restraint'",The Washington Times,2019,5,17,29,0,1,2,0
1228,Trump wants to use point-based immigration system,The Washington Times,2019,5,17,29,0,1,2,-1
1229,Lawmakers demand FBI reveal Florida election hack,The Washington Times,2019,5,17,29,0,1,2,-1
1230,Robot Rodeo in New Mexico lets bomb squads put skills to the test,The Washington Times,2019,5,17,29,0,1,2,1
1231,DOJ seeks testimony from Roger Stone associate Andrew Miller in Mueller probe's aftermath,The Washington Times,2019,5,17,29,0,1,2,-1
1232,Hillary Clinton thanks Planned Parenthood for fighting bans on women's 'constitutional rights',The Washington Times,2019,5,17,29,0,1,2,1
1233,Alexandria Ocasio-Cortez: Abortion bans are the 'patriarchy' attempting to own women,The Washington Times,2019,5,17,29,0,1,2,0
1234,Dak Prescott wants to be with Cowboys 'forever',The Washington Times,2019,5,17,29,0,1,2,1
1235,Collective bargaining is not a right,The Washington Times,2019,5,17,29,0,1,2,-1
1236,Greed will sink America,The Washington Times,2019,5,17,29,0,1,2,-1
1237,Kevin McCarthy: Joe Biden 'is the Jeb Bush of this' election cycle,The Washington Times,2019,5,17,29,0,1,2,1
1238,Gerardo Parra lifts Nationals to 7-6 win over Mets,The Washington Times,2019,5,17,29,0,1,2,1
1239,Bill de Blasio defies critics as he enters race for presidency,The Washington Times,2019,5,17,29,0,1,2,-1
1240,Will the 2020 census ask about U.S. citizenship? It should,The Washington Times,2019,5,17,29,0,1,2,0
1241,"Liberal media bent on destroying John Bolton, former aide says",The Washington Times,2019,5,17,29,0,1,2,-1
1242,"U.S., international authorities disrupt cybercrime organization responsible for $100M in damages",The Washington Times,2019,5,17,29,0,1,2,-1
1243,"Northern Virginia hospitals ranked among safest, according to Leapfrog Hospital Safety Grade",The Washington Times,2019,5,17,29,0,1,2,1
1244,"Vanity Fair editor pushes back on Beto O'Rourke's cover story regrets: 'I mean, he did say it'",The Washington Times,2019,5,17,29,0,1,2,-1
1245,WikiLeaks source Chelsea Manning on Julian Assange prosecution: 'It's just a very bananas case',The Washington Times,2019,5,17,29,0,1,2,-1
1246,Freedom of speech is absolute,The Washington Times,2019,5,17,29,0,1,2,1
1247,"Steve Bullock, Montana gov. and presidential hopeful, lands endorsement from Iowa attorney general",The Washington Times,2019,5,17,29,0,1,2,1
1248,Maria Butina appeals prison sentence received for Russian agent conviction,The Washington Times,2019,5,17,29,0,1,2,-1
1249,Shelia Jackson Lee calls for resolution authorizing all investigations into Trump administration,The Washington Times,2019,5,17,29,0,1,2,0
1250,Nancy Pelosi: Trump's merit immigration plan is 'condescending',The Washington Times,2019,5,17,29,0,1,2,-1
1251,"Eric Swalwell: 'I would absolutely do a Fox town hall,' but network rejected me",The Washington Times,2019,5,17,29,0,1,2,-1
1252,New York Post mocks Bill de Blasio's 2020 presidential bid,The Washington Times,2019,5,17,29,0,1,2,-1
1253,"Trump's income from Mar-a-Lago fell nearly $3 million in 2018, records show",The Washington Times,2019,5,17,29,0,1,2,-1
1254,Trump announces plan to overhaul legal immigration,The Washington Times,2019,5,17,29,0,1,2,-1
1255,BOOK REVIEW: 'How to do Nothing' by Jenny Odell,The Washington Times,2019,5,17,29,0,1,2,0
1256,"Adam Matthews, Navy SEAL, pleads guilty in strangulation death of Green Beret Logan Melgar",The Washington Times,2019,5,17,29,0,1,2,-1
1257,"NFL Draft Twitter account 'asks' for lottery, gets flooded with angry replies",The Washington Times,2019,5,17,29,0,1,2,-1
1258,Jeffrey Rosen confirmed by Senate as DOJ's No. 2 official,The Washington Times,2019,5,17,29,0,1,2,1
1259,Trump on war with Iran: 'I hope not',The Washington Times,2019,5,17,29,0,1,2,-1
1260,Joe Biden picks Philadelphia for campaign headquarters location,The Washington Times,2019,5,17,29,0,1,2,1
1261,House passes bill clearing way for Mashpee tribal casino amid Trump-Warren feuding,The Washington Times,2019,5,17,29,0,1,2,-1
1262,College Board adopts 'adversity index' as colleges make SAT optional,The Washington Times,2019,5,17,29,0,1,2,-1
1263,"House Democrats pass health bill, in 2020 election maneuver",The Washington Times,2019,5,17,29,0,1,2,0
1264,Zalmay Khalilzad Taliban talks leave Afghanistan in dark,The Washington Times,2019,5,17,29,0,1,2,-1
1265,Why old Joe Biden this time won't work (tempus fugit),The Washington Times,2019,5,17,29,0,1,2,-1
1266,Trump biographer: President stonewalling House inquiries due to belief in his 'genetic superiority',The Washington Times,2019,5,17,29,0,1,2,-1
1267,Inside the Beltway: 51% approval: Trump gets 'post-Mueller boost',The Washington Times,2019,5,17,29,0,1,2,1
1268,"Tiger Woods makes eagle, but off to uneven start at PGA Championship",The Washington Times,2019,5,17,29,0,1,2,-1
1269,Mike Pence blasts liberal states' 'extreme pro-abortion' laws,The Washington Times,2019,5,17,29,0,1,2,-1
1270,Matt Gaetz rips military over response to Florida breaches blamed on Russia,The Washington Times,2019,5,17,29,0,1,2,-1
1271,Jay Inslee announces 'Evergreen' economic plan that envisions $3 trillion in federal spending,The Washington Times,2019,5,17,29,0,1,2,1
1272,"Wendy Vitter, 'pro-life' nominee, confirmed as federal judge by Senate",The Washington Times,2019,5,17,29,0,1,2,0
1273,Anibal Sanchez leaves Nationals game with pain in hamstring,The Washington Times,2019,5,17,29,0,1,2,-1
1274,'Game of Thrones' finale marks potential end of an era for scripted TV shows,The Washington Times,2019,5,17,29,0,1,2,0
1275,Texas asserts sovereign immunity against Congress,The Washington Times,2019,5,17,29,0,1,2,0
1276,"Sketchy Joe Biden, Ukraine memo should be handled with care",The Washington Times,2019,5,17,29,0,1,2,0
1277,Carter Page asks FBI to turn over documents related to death threats,The Washington Times,2019,5,17,29,0,1,2,-1
1278,"FBI offering counterintelligence briefings to presidential campaigns, election officials: Report",The Washington Times,2019,5,17,29,0,1,2,0
1279,Elizabeth Warren slams bank regulator for lack of action against Wells Fargo's fake account scandal,The Washington Times,2019,5,17,29,0,1,2,-1
1280,"Steve Bullock, Montana governor: 'I was never going to run for the Senate'",The Washington Times,2019,5,17,29,0,1,2,1
1281,DNC urges donors to catch up to Trump 'while we still can',The Washington Times,2019,5,17,29,0,1,2,-1
1282,Kevin McCarthy: Alabama abortion law goes too far,The Washington Times,2019,5,17,29,0,1,2,-1
1283,"Michael Flynn: Trump administration, Congress sought to obstruct Robert Mueller cooperation",The Washington Times,2019,5,17,29,0,1,2,0
1284,"Sean Hannity: 'Devastating' FISA abuse report by DOJ inspector general coming, sources say",The Washington Times,2019,5,17,29,0,1,2,-1
1285,Nancy Pelosi cool to using inherent contempt powers,The Washington Times,2019,5,17,29,0,1,2,-1
1286,Walmart: Donald Trump's tariffs on Chinese goods 'will lead to increased prices',The Washington Times,2019,5,17,29,0,1,2,-1
1287,ICE sees 'New low' as man smuggles unrelated 6-month-old baby across border,The Washington Times,2019,5,17,29,0,1,2,-1
1288,Stacey Abrams: I could enter presidential race in fall and have 'real chance' to win,The Washington Times,2019,5,17,29,0,1,2,1
1289,NYC police blast Bill de Blasio's 2020 run: 'He would be an unmitigated disaster',The Washington Times,2019,5,17,29,0,1,2,-1
1290,Most Americans say Democratic and Republican parties 'don't care about people like me': Poll,The Washington Times,2019,5,17,29,0,1,2,-1
1291,Ted Cruz: Space Force will help defend U.S. against space pirates,The Washington Times,2019,5,17,29,0,1,2,1
1292,Jerrold Nadler: Pat Cipollone White House letter 'astounding and dangerous',The Washington Times,2019,5,17,29,0,1,2,1
1293,Maravich era was last time N.O. basketball mattered,The Washington Times,2019,5,17,29,0,1,2,-1
1294,Gillette defends ad featuring trans man's first shave: 'It's important to us to embrace inclusivity',The Washington Times,2019,5,29,30,0,1,2,-1
1295,52 Attorneys General call on Department of Education to forgive disabled vets' student loan debt,The Washington Times,2019,5,29,30,0,1,2,-1
1296,"Catholic 'seal of confession"" threatened by California bill",The Washington Times,2019,5,29,30,0,1,2,-1
1297,China amps up threat to curb rare earth exports in U.S. trade clash,The Washington Times,2019,5,29,30,0,1,2,-1
1298,Talking to Trump may be how Iran leaders attempt to relieve the pain,The Washington Times,2019,5,29,30,0,1,2,-1
1299,Benjamin Netanyahu coalition failure pushes Israel to new election,The Washington Times,2019,5,29,30,0,1,2,-1
1300,Gerardo Parra an unexpected plus for Nationals,The Washington Times,2019,5,29,30,0,1,2,1
1301,Opioids prescribed to teens at high rate: study,The Washington Times,2019,5,29,30,0,1,2,1
1302,Supreme Court denies challenge to school transgender bathroom policy,The Washington Times,2019,5,29,30,0,1,2,0
1303,"U.S., Guatemala reach deal for border cooperation",The Washington Times,2019,5,29,30,0,1,2,0
1304,Supreme Court upholds Indiana abortion law on fetal remains,The Washington Times,2019,5,29,30,0,1,2,1
1305,"Cory Booker: 'We are the tortoise, not the hare' in this 2020 race",The Washington Times,2019,5,29,30,0,1,2,-1
1306,Mitch McConnell: Senate won't hesitate on Supreme Court vacancy in 2020,The Washington Times,2019,5,29,30,0,1,2,1
1307,Kamala Harris unveils plan requiring DOJ to approve state abortion laws,The Washington Times,2019,5,29,30,0,1,2,-1
1308,Supreme Court to hear case of cross-border shooting by Border Patrol agent,The Washington Times,2019,5,29,30,0,1,2,1
1309,"Joe Biden education plan promises NRA defeat, higher teacher pay",The Washington Times,2019,5,29,30,0,1,2,-1
1310,Washington becomes first state to legalize 'green funerals',The Washington Times,2019,5,29,30,0,1,2,0
1311,Justin Amash attacked at town hall for Trump impeachment push,The Washington Times,2019,5,29,30,0,1,2,-1
1312,Mystics to host block party before home opener at new arena,The Washington Times,2019,5,29,30,0,1,2,1
1313,"'Trump' mask vandal in California: Cops say armed suspect slashed tires, broke windshields",The Washington Times,2019,5,29,30,0,1,2,-1
1314,BOOK REVIEW: 'Boxing and the Mob' by Jeffrey Sussman,The Washington Times,2019,5,29,30,0,1,2,1
1315,Dems knock Donald Trump supporting Kim Jong-un's Biden statement: Trump is 'the real low IQ person',The Washington Times,2019,5,29,30,0,1,2,-1
1316,Inside the Beltway: Expect the unexpected: Pelosi for president,The Washington Times,2019,5,29,30,0,1,2,1
1317,Ruth Bader Ginsburg knocks Clarence Thomas in dissent: A woman seeking abortion is not a 'mother',The Washington Times,2019,5,29,30,0,1,2,0
1318,"Donald Trump Jr. blasts Roy Moore on Twitter: 'It's time to ride off into the sunset, Judge'",The Washington Times,2019,5,29,30,0,1,2,-1
1319,"James Mattis says memoir will not be tell-all on Donald Trump, despite clashes",The Washington Times,2019,5,29,30,0,1,2,-1
1320,"Border Patrol proposes new job to feed, care for illegal immigrants",The Washington Times,2019,5,29,30,0,1,2,1
1321,Joe Biden responds to Donald Trump's IQ comments: 'Beneath the dignity of this office',The Washington Times,2019,5,29,30,0,1,2,-1
1322,The women's chess game thrives in unlikely climes,The Washington Times,2019,5,29,30,0,1,2,1
1323,Kevin Durant legacy on line in Finals,The Washington Times,2019,5,29,30,0,1,2,1
1324,Nationals affiliate apologizes for video calling Alexandria Ocasio-Cortez 'enemy of freedom',The Washington Times,2019,5,29,30,0,1,2,-1
1325,"Donald Trump cools Iran, North Korea rhetoric amid war fears, Democrats' criticism",The Washington Times,2019,5,29,30,0,1,2,0
1326,"James Comey, in Washington Post op-ed, dismisses Trump FBI spying claims as 'dumb lies'",The Washington Times,2019,5,29,30,0,1,2,-1
1327,Steny Hoyer: Kim Jong-un a 'major campaign advisor' to Trump,The Washington Times,2019,5,29,30,0,1,2,1
1328,Jay Inslee backs Marie Newman against Dan Lipinski,The Washington Times,2019,5,29,30,0,1,2,0
1329,Iran disputes Donald Trump's claim that a nuclear deal is possible,The Washington Times,2019,5,29,30,0,1,2,-1
1330,"We Build the Wall construction stopped by Sunland Park, New Mexico, cease and desist order",The Washington Times,2019,5,29,30,0,1,2,-1
1331,Jim Mattis: Those who want 'Call Sign Chaos' to be anti-Trump 'tell-all' will be 'disappointed',The Washington Times,2019,5,29,30,0,1,2,-1
1332,EDITORIAL: Declassifying the origins of the Russia collusion inquiry makes Democrats nervous,The Washington Times,2019,5,29,30,0,1,2,-1
1333,Most Democratic candidates open to abolishing the Electoral College,The Washington Times,2019,5,29,30,0,1,2,-1
1334,"Joe Biden decision to run as a healer may work, but he must avoid stepping on his message",The Washington Times,2019,5,29,30,0,1,2,-1
1335,"Angela Merkel responds to being labeled Trump's 'punching bag'; He 'has his opinions, I have mine'",The Washington Times,2019,5,29,30,0,1,2,0
1336,CNN now officially the 'hate Trump' network,The Washington Times,2019,5,29,30,0,1,2,-1
1337,Trump must run against 'Bernie Care' and the GOP in 2020,The Washington Times,2019,5,29,30,0,1,2,-1
1338,Vox: 'Ideal' world of 'gatekeeping' ruined by Fox News and its 'hell' talent,The Washington Times,2019,5,29,30,0,1,2,-1
1339,John Bercow denies Donald Trump chance to address Parliament,The Washington Times,2019,5,29,30,0,1,2,-1
1340,Elizabeth Warren in Iowa addresses holdup on disaster relief package,The Washington Times,2019,5,29,30,0,1,2,0
1341,Bernie Sanders touts opposition to Iraq War while criticizing Donald Trump on Iran,The Washington Times,2019,5,29,30,0,1,2,-1
1342,"Odubel Herrera, Phillies outfielder, arrested for domestic violence",The Washington Times,2019,5,29,30,0,1,2,0
1343,It's a moment for Boris Johnson,The Washington Times,2019,5,29,30,0,1,2,1
1344,Seth Moulton: Trump 'fundamentally unpatriotic' for supporting Kim Jong-un's comments on Biden's IQ,The Washington Times,2019,5,29,30,0,1,2,-1
1345,Justin Amash rips William Barr over Mueller report 'false narrative',The Washington Times,2019,5,29,30,0,1,2,-1
1346,GOP blocks disaster bill again,The Washington Times,2019,5,29,30,0,1,2,-1
1347,Illinois House makes abortion 'fundamental right' with late-term bill,The Washington Times,2019,5,29,30,0,1,2,0
1348,Donald Trump Jr. rips Eric Swalwell tweet admitting he's 'another white guy',The Washington Times,2019,5,29,30,0,1,2,-1
1349,Joe Biden planning West Coast fundraising swing: Report,The Washington Times,2019,5,29,30,0,1,2,1
1350,High school apologizes after students' MAGA hats blurred from yearbook,The Washington Times,2019,5,29,30,0,1,2,-1
1351,"Missouri's only abortion clinic on verge of shutdown this week, ending abortions in the state",The Washington Times,2019,5,29,30,0,1,2,-1
1352,"Lynne Patton, HUD official: 'I honestly don't care' if I violated a federal law",The Washington Times,2019,5,29,30,0,1,2,-1
1353,Netflix teams up with ACLU to 'fight' Georgia's anti-abortion law,The Washington Times,2019,5,29,30,0,1,2,1
1354,Alexandria Ocasio-Cortez will return to restaurant work to support raising wages for tipped workers,The Washington Times,2019,5,29,30,0,1,2,-1
1355,"John Bercow, U.K. House speaker: Donald Trump still not welcome to address Parliament",The Washington Times,2019,5,29,30,0,1,2,-1
1356,Joe Biden rejects Eric Swalwell call to 'pass the torch',The Washington Times,2019,6,28,32,0,1,2,-1
1357,"Alexandria Ocasio-Cortez dodges on Clinton, Obama-era 'concentration camps' during CNN interview",The Washington Times,2019,6,28,32,0,1,2,-1
1358,Congress passes Trump's border crisis funding bill,The Washington Times,2019,6,28,32,0,1,2,-1
1359,Trump's misguided health care order won't help consumers,The Washington Times,2019,6,28,32,0,1,2,-1
1360,Facebook 'stalking' never quits -- and it's about to get worse,The Washington Times,2019,6,28,32,0,1,2,-1
1361,White House demands Democrats pass bill to fund humanitarian needs and security at border,The Washington Times,2019,6,28,32,0,1,2,-1
1362,"Ozzy Osbourne, Sharon Osbourne object to Donald Trump use of 'Crazy Train'",The Washington Times,2019,6,28,32,0,1,2,-1
1363,"Kamala Harris attacks Joe Biden on race, busing",The Washington Times,2019,6,28,32,0,1,2,-1
1364,Trump calls for census delay to get citizenship question added,The Washington Times,2019,6,28,32,0,1,2,-1
1365,Trump campaign dismisses Democrats' first debate as a 'mutual political suicide pact',The Washington Times,2019,6,28,32,0,1,2,-1
1366,Bernie Sanders: 'Some people say' I would have been nominee in 2016 if system wasn't 'rigged',The Washington Times,2019,6,28,32,0,1,2,-1
1367,"Clint Eastwood to shoot new film in Georgia amid Hollywood abortion backlash, Warner Bros. confirms",The Washington Times,2019,6,28,32,0,1,2,-1
1368,"Bill de Blasio, NYC mayor: Voters want someone who will be 'tough'",The Washington Times,2019,6,28,32,0,1,2,-1
1369,South Korea's Moon faces test as Trump arrives,The Washington Times,2019,6,28,32,0,1,2,-1
1370,Capitals have little work to do when NHL free agency opens,The Washington Times,2019,6,28,32,0,1,2,-1
1371,"Trump meets with Angela Merkel, Narendra Modi, Shinzo Abe to start G20 summit",The Washington Times,2019,6,28,32,0,1,2,0
1372,Marianne Williamson challenges Donald Trump to love-fear showdown,The Washington Times,2019,6,28,32,0,1,2,1
1373,House panel blasts FBI for not turning over documents in relocation probe,The Washington Times,2019,6,28,32,0,1,2,-1
1374,Too many Democrats on the dance floor,The Washington Times,2019,6,28,32,0,1,2,-1
1375,Donald Trump campaign makes Spanish-language appeal,The Washington Times,2019,6,28,32,0,1,2,1
1376,Paul Manafort pleads not guilty to mortgage fraud charges in New York,The Washington Times,2019,6,28,32,0,1,2,0
1377,Wizards do Lakers massive favor in trade,The Washington Times,2019,6,28,32,0,1,2,1
1378,Trump opens G20 summit with praise for Shinzo Abe on auto plants,The Washington Times,2019,6,28,32,0,1,2,1
1379,Beto O'Rourke joins protest at UAC detention center,The Washington Times,2019,6,28,32,0,1,2,-1
1380,An unborn child is a gift from God and human being,The Washington Times,2019,6,28,32,0,1,2,1
1381,China receives Iranian oil shipment despite U.S. crackdown,The Washington Times,2019,6,28,32,0,1,2,-1
1382,Inside the Beltway: Fake news now a worldwide concern,The Washington Times,2019,6,28,32,0,1,2,1
1383,Cory Booker 'splains funny debate face,The Washington Times,2019,6,28,32,0,1,2,1
1384,D.C. slow to move hand in sports betting,The Washington Times,2019,6,28,32,0,1,2,-1
1385,Democrats and their depressingly dreary visions of Big Government,The Washington Times,2019,6,28,32,0,1,2,-1
1386,Ocasio-Cortez knocks climate change debate coverage: You can't ask 'is Miami going to exist?',The Washington Times,2019,6,28,32,0,1,2,0
1387,Albania case raises questions of who runs U.S. foreign policy,The Washington Times,2019,6,28,32,0,1,2,1
1388,Reality check: Capitalism has far more fans than socialism: Pew Research poll,The Washington Times,2019,6,28,32,0,1,2,-1
1389,Bernie Sanders opens Democratic debate with call for tax increases,The Washington Times,2019,6,28,32,0,1,2,1
1390,althead: Pelosi not sure what Congress' role would be in Trump rape allegations,The Washington Times,2019,6,28,32,0,1,2,-1
1391,"Donald Trump arrives in Asia for G-20 talks on trade, Iran, North Korea",The Washington Times,2019,6,28,32,0,1,2,1
1392,"Patience Carter, Pulse shooting survivor, rips Madonna's 'God Control' video as 'really insensitive'",The Washington Times,2019,6,28,32,0,1,2,-1
1393,Beto O'Rourke: 'I sure did' feel like a target during the debate,The Washington Times,2019,6,28,32,0,1,2,-1
1394,NBA gearing up for wild free agency after dramatic postseason,The Washington Times,2019,6,28,32,0,1,2,-1
1395,"Joe Biden, Bernie Sanders attack Donald Trump, economy in Democratic debate",The Washington Times,2019,6,28,32,0,1,2,0
1396,Bernie Sanders defends Medicare for All push,The Washington Times,2019,6,28,32,0,1,2,-1
1397,BOOK REVIEW: 'Normal People' by Sally Rooney,The Washington Times,2019,6,28,32,0,1,2,1
1398,Hill: Negotiations on migrant aid continue despite moderate Dems threatening to abandon House bill,The Washington Times,2019,6,28,32,0,1,2,0
1399,EDITORIAL: Kim Jong-un regime makes tourist travel a risky adventure,The Washington Times,2019,6,28,32,0,1,2,-1
1400,Trump: Democrats vow on health care to illegals ruins 2020 hopes,The Washington Times,2019,6,28,32,0,1,2,-1
1401,"Air Italy violates Open Skies pact with Qatar subsidies, U.S. airlines say",The Washington Times,2019,6,28,32,0,1,2,-1
1402,Democrats: End criminal penalties for illegal immigrants,The Washington Times,2019,6,28,32,0,1,2,1
1403,Pelosi struggles to get border bill across finish line,The Washington Times,2019,6,28,32,0,1,2,-1
1404,No Nationals picked by fans as All-Star starters,The Washington Times,2019,6,28,32,0,1,2,-1
1405,E. Jean Carroll's confidants who were told of alleged Trump sexual assault go public,The Washington Times,2019,6,28,32,0,1,2,1
