Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
Intelligence community can help on climate change,The Washington Times,2020,2,14,52,1,1,2,1
"Pete Buttigieg goes Spanish in Nevada TV ad, vows to 'unify our very polarized country'",The Washington Times,2020,2,14,52,1,1,2,-1
"New York AG Letitia James, Trump spar over Twitter demands as Cuomo visits White House",The Washington Times,2020,2,14,52,1,1,2,-1
What Being a Mayor Taught Pete Buttigieg,The New York Times,2020,2,15,53,1,0,0,0
Susan Fowler: Why I Wrote the Uber Memo,The New York Times,2020,2,15,53,1,0,0,-1
We Checked the Iowa Caucus Math. Here’s Where It Didn’t Add Up.,The New York Times,2020,2,15,53,1,0,0,-1
Another Caucus Is Coming. But Nevada Will Look Completely Different.,The New York Times,2020,2,15,53,1,0,0,0
BlackRock Becomes a Symbol for Anticapitalist Fervor in France,The New York Times,2020,2,15,53,1,0,0,1
U.S. Watchdog to Investigate Trump’s Farm Bailout Program,The New York Times,2020,2,15,53,1,0,0,0
"Shuttered Stores, Fewer Tourists: Luxury Feels Coronavirus Effects",The New York Times,2020,2,15,53,1,0,0,-1
Manchester City Banned From Champions League for 2 Seasons,The New York Times,2020,2,15,53,1,0,0,-1
When a Critic Hosts the Premiere,The New York Times,2020,2,15,53,1,0,0,1
Taming the ‘Wild West’ of New York’s Dangerous Private Trash Trucks,The New York Times,2020,2,15,53,1,0,0,-1
"Weinstein Has the ‘Mark of a Predator,’ Prosecutor Says as Trial Nears End",The New York Times,2020,2,15,53,1,0,0,0
A New York Councilman Faces Ethics Charges. For a Third Time.,The New York Times,2020,2,15,53,1,0,0,-1
"Rajendra Pachauri, 79, Dies; Led Nobel-Winning Climate Agency",The New York Times,2020,2,15,53,1,0,0,0
The President Takes a Campaign Donation From the Pentagon,The New York Times,2020,2,15,53,1,0,0,-1
Trump’s Policy on New York’s ‘Trusted Travelers’ Is Unconstitutional,The New York Times,2020,2,15,53,1,0,0,-1
Esports Leagues Want Gamers to Root for the Home Team,The Wall Street Journal,2020,2,15,53,1,1,1,1
Medicaid Standoff: Trump Plan to Tighten Oversight of States Draws Objections,The Wall Street Journal,2020,2,15,53,1,1,1,-1
"Rise of Sanders, Trump Shows Decline in Party Power",The Wall Street Journal,2020,2,15,53,1,1,1,-1
The Battle for Chewing Tobacco’s Modern Cousin,The Wall Street Journal,2020,2,15,53,1,1,1,0
China Defends Virus Measures as France Reports First Death,The Wall Street Journal,2020,2,15,53,1,1,1,-1
Looking Back at Dresden,The Wall Street Journal,2020,2,15,53,1,1,1,0
Motorola Razr vs. Samsung Galaxy Z Flip: The Flip Phone Is Back and It’s Not a Total Flop,The Wall Street Journal,2020,2,15,53,1,1,1,-1
The Economics of Freezing Your Eggs,The Wall Street Journal,2020,2,15,53,1,1,1,-1
"Selling Frozen Dumplings, Cutting Pay: Chinese Businesses Struggle to Survive Coronavirus",The Wall Street Journal,2020,2,15,53,1,1,1,-1
Why You Might Need a Second Kitchen,The Wall Street Journal,2020,2,15,53,1,1,1,1
Dealerships Give Car Buyers Some Advice: Just Stop Paying Your Loan,The Wall Street Journal,2020,2,15,53,1,1,1,-1
U.S. Seeks to Rally Wary Europeans Against China,The Wall Street Journal,2020,2,15,53,1,1,1,-1
Some Democrats Have Momentum; Others Seek It,The Wall Street Journal,2020,2,15,53,1,1,1,1
The President’s Next Temptation,The Wall Street Journal,2020,2,15,53,1,1,1,1
"Bayer, BASF Ordered to Pay $265 Million in Weedkiller Crop-Damage Suit",The Wall Street Journal,2020,2,15,53,1,1,1,-1
Pence can’t be Trump’s coronavirus fall guy if Trump won’t give up the spotlight,The Washington Post,2020,3,12,54,1,0,1,-1
U.S. to Suspend Most Travel From Europe as World Scrambles to Fight Pandemic,The New York Times,2020,3,12,54,1,0,0,-1
Watch Full Video: Trump Delivers National Address on Coronavirus,The New York Times,2020,3,12,54,1,0,0,-1
‘This Is What Justice Looks Like’: Lawyers Spar Over Weinstein Sentence,The New York Times,2020,3,12,54,1,0,0,0
Biden Speaks After Primary Victories,The New York Times,2020,3,12,54,1,0,0,0
A New ‘Emperor’: Russia Girds for 16 More Years of Putin,The New York Times,2020,3,12,54,1,0,0,1
‘An Eviction Notice’: Chaos After Colleges Tell Students to Stay Away,The New York Times,2020,3,12,54,1,0,0,-1
Behind Bernie Sanders’s Decision to Stay in the Race,The New York Times,2020,3,12,54,1,0,0,1
"Let’s Talk About Coronavirus Bailouts, Before We Need Them",The New York Times,2020,3,12,54,1,0,0,0
Shabaka and the Ancestors Are Making Their Own Jazz History,The New York Times,2020,3,12,54,1,0,0,1
N.J. Transit’s Most Troubled Trains Are Older Than Many of the Riders,The New York Times,2020,3,12,54,1,0,0,-1
TV Talk Shows Throw Out the Audience,The New York Times,2020,3,12,54,1,0,0,-1
Not a Size 2? Luxury Fashion Finally Wants You,The New York Times,2020,3,12,54,1,0,0,-1
Democrats Aren’t in the Mood for Your Revolution,The New York Times,2020,3,12,54,1,0,0,-1
My People Have Been Through Worse Than a Twitter Mob,The New York Times,2020,3,12,54,1,0,0,-1
Broadcom Withdraws Annual Financial Guidance Over Coronavirus Uncertainty,The Wall Street Journal,2020,3,12,54,1,1,1,-1
"Tri-State Officials Curb Public Gatherings, Sports Events, Broadway",The Wall Street Journal,2020,3,12,54,1,1,1,1
The Internet Can’t Save Us From Loneliness in Pandemic,The Wall Street Journal,2020,3,12,54,1,1,1,-1
America’s Self-Shutdown,The Wall Street Journal,2020,3,12,54,1,1,1,-1
New York City Pitches a New Way to Clean Up Its Trash,The Wall Street Journal,2020,3,12,54,1,1,1,-1
Slack Isn’t Zooming Yet,The Wall Street Journal,2020,3,12,54,1,1,1,-1
Tech Companies See Mixed Impact From Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,-1
Mormon Church Cancels Services World-Wide Indefinitely,The Wall Street Journal,2020,3,12,54,1,1,1,-1
Notable & Quotable: Sanders Has Already Won,The Wall Street Journal,2020,3,12,54,1,1,1,1
House passes FISA reform over bipartisan objections,The Washington Times,2020,3,12,54,1,1,2,0
"Capitals, Wizards games to stay open to fans despite D.C. Health's recommendation",The Washington Times,2020,3,12,54,1,1,2,-1
Biden campaign touts 'greatest political comeback in American history',The Washington Times,2020,3,12,54,1,1,2,1
Inside the Ring: Global engagement secrecy,The Washington Times,2020,3,12,54,1,1,2,1
Coronavirus fears force G-7 ministerial to be hosted virtually,The Washington Times,2020,3,12,54,1,1,2,-1
Democratic Party's image takes a hit in approval ratings: Gallup poll,The Washington Times,2020,3,12,54,1,1,2,1
Cruise lines sell us a floating paradise. Coronavirus shows it was always a lie.,The Washington Post,2020,3,14,55,1,0,1,-1
Two Women Fell Sick From the Coronavirus. One Survived.,The New York Times,2020,3,14,55,1,0,0,-1
"‘People Should Be Less Concerned’ About Financial Markets, Mnuchin Says",The New York Times,2020,3,14,55,1,0,0,-1
They Ordered Her to Be a Suicide Bomber. She Had Another Idea.,The New York Times,2020,3,14,55,1,0,0,-1
Efforts to Control the Coronavirus in the U.S. Could Get Even More Extreme,The New York Times,2020,3,14,55,1,0,0,-1
"U.S. Hospitals Prepare for Coronavirus, With the Worst Still to Come",The New York Times,2020,3,14,55,1,0,0,-1
Joe Biden’s Young Voter Problem: They Don’t Think He’s Listening,The New York Times,2020,3,14,55,1,0,0,-1
Strikes and Attack Ads: The Hard Roads to Universal Health Care,The New York Times,2020,3,14,55,1,0,0,-1
Coronavirus Is Causing Chaos for Travel Influencers,The New York Times,2020,3,14,55,1,0,0,-1
"For Many Athletes, Coronavirus Means the End of College Careers",The New York Times,2020,3,14,55,1,0,0,-1
The Night TV Went It Alone,The New York Times,2020,3,14,55,1,0,0,-1
"Charles Wuorinen, Uncompromising Modernist Composer, Dies at 81",The New York Times,2020,3,14,55,1,0,0,-1
"Del Shofner, Master Pass Receiver With the Giants, Dies at 85",The New York Times,2020,3,14,55,1,0,0,-1
They’ve Contained the Coronavirus. Here’s How.,The New York Times,2020,3,14,55,1,0,0,-1
China Bought the West Time. The West Squandered It.,The New York Times,2020,3,14,55,1,0,0,-1
Biden Wins Support of the National Education Association,The Wall Street Journal,2020,3,14,55,1,1,1,1
What’s Quarantined Life Like? China’s Nationwide Hibernation Offers a Hint,The Wall Street Journal,2020,3,14,55,1,1,1,1
Silicon Valley Was First to Send Workers Home. It’s Been Messy.,The Wall Street Journal,2020,3,14,55,1,1,1,-1
"Amid ‘Ghost Towns,’ Students Have Mixed Views About Virus Shutdowns",The Wall Street Journal,2020,3,14,55,1,1,1,-1
House Passes Legislation to Combat Coronavirus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
What Nervous Investors Should Watch for Next,The Wall Street Journal,2020,3,14,55,1,1,1,1
Car-Crash Mystery: Why Can’t Drivers Figure Out Roundabouts?,The Wall Street Journal,2020,3,14,55,1,1,1,1
Democrats Sharpen Criticism of Trump’s Health-Care Policy in Coronavirus Pandemic,The Wall Street Journal,2020,3,14,55,1,1,1,-1
Trump Steps Up Criticism of Fed,The Wall Street Journal,2020,3,14,55,1,1,1,-1
China’s Markets Still Aren’t Immune to the Coronavirus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
"President Trump Tests Negative for Coronavirus, White House Says",The Wall Street Journal,2020,3,14,55,1,1,1,-1
Our Market Reporters Answer Questions From People in Their Lives,The Wall Street Journal,2020,3,14,55,1,1,1,1
Coronavirus Forces Families to Rip Up Spring Travel Plans,The Wall Street Journal,2020,3,14,55,1,1,1,-1
Jane Sanders Vows to Push Progressive Ideas ‘No Matter Who Is Elected’,The Wall Street Journal,2020,3,14,55,1,1,1,1
"Biden, Coronavirus Produce a Week of Dramatic Changes",The Wall Street Journal,2020,3,14,55,1,1,1,1
Senate Approves $2 Trillion Stimulus After Bipartisan Deal,The New York Times,2020,3,26,56,1,0,0,1
Governors Tell Outsiders From ‘Hot Zone’ to Stay Away as Virus Divides States,The New York Times,2020,3,26,56,1,0,0,-1
"One City’s Road to Recovery Offers Lessons, and Hope",The New York Times,2020,3,26,56,1,0,0,1
The People Leading When Leaders Do Not,The New York Times,2020,3,26,56,1,0,0,1
Fine Print of Stimulus Bill Contains Special Deals for Industries,The New York Times,2020,3,26,56,1,0,0,-1
‘A Week of Snow Days’? Ha! Families Deal With Cabin Fever,The New York Times,2020,3,26,56,1,0,0,-1
How to Prevent a Coronavirus Depression,The New York Times,2020,3,26,56,1,0,0,0
Inside American Airlines’ Scramble as Virus Grounds Jets by Hundreds,The New York Times,2020,3,26,56,1,0,0,-1
Neighbors Are Reaching Out on Nextdoor,The New York Times,2020,3,26,56,1,0,0,-1
Mister Rogers Song and Dr. Dre Added to National Recording Registry,The New York Times,2020,3,26,56,1,0,0,1
Coronavirus Decimates N.Y.C. Taxi Industry: ‘The Worst It’s Ever Been’,The New York Times,2020,3,26,56,1,0,0,-1
Virus Rules Let Construction Workers Keep Building Luxury Towers,The New York Times,2020,3,26,56,1,0,0,-1
"Julia Miles, 90, Dies; Pushed for Gender Parity in the Theater",The New York Times,2020,3,26,56,1,0,0,-1
A Cruel Motive for a Costly Delay,The New York Times,2020,3,26,56,1,0,0,-1
Here’s a Coronavirus Quiz,The New York Times,2020,3,26,56,1,0,0,0
A Coronavirus Great Awakening?,The Wall Street Journal,2020,3,26,56,1,1,1,1
‘The Inn at Little Washington’ Review: A Delicious Look at the High Price of Excellence,The Wall Street Journal,2020,3,26,56,1,1,1,1
My Corona (or Is It Schmutz?),The Wall Street Journal,2020,3,26,56,1,1,1,1
"For Apple, Gauging iPhone Demand Gets Much Tougher",The Wall Street Journal,2020,3,26,56,1,1,1,-1
"‘Vitalina Varela’ Review: Death of a Longing, Long Misplaced",The Wall Street Journal,2020,3,26,56,1,1,1,-1
U.S. Drops Proposal to Put Troops at Canadian Border,The Wall Street Journal,2020,3,26,56,1,1,1,-1
Ron Rivera: Redskins had no interest in Cam Newton,The Washington Times,2020,3,26,56,1,1,2,-1
Pentagon issues 'stop movement' order for troops amid coronavirus outbreak,The Washington Times,2020,3,26,56,1,1,2,-1
Bill Gates uses coronavirus outbreak to blast President Donald Trump on 'pile of bodies',The Washington Times,2020,3,26,56,1,1,2,-1
Britain's Prince Charles tests positive for new coronavirus,The Washington Times,2020,3,26,56,1,1,2,-1
Celebrity inmates cite coronavirus pandemic to seek release from prison,The Washington Times,2020,3,26,56,1,1,2,-1
Pelosi touts Democrat wins on coronavirus package,The Washington Times,2020,3,26,56,1,1,2,-1
Kevin McCarthy endorses voice vote for coronavirus package,The Washington Times,2020,3,26,56,1,1,2,1
Mitch McConnell to adjourn Senate after passing coronavirus stimulus bill,The Washington Times,2020,3,26,56,1,1,2,0
House won't vote on $2 trillion rescue plan until Thursday afternoon at earliest,The Washington Times,2020,3,26,56,1,1,2,-1
Official Counts Understate the U.S. Coronavirus Death Toll,The New York Times,2020,4,6,57,1,0,0,-1
They Were the Last Couple in Paradise. Now They’re Stranded.,The New York Times,2020,4,6,57,1,0,0,0
Italy’s Virus Shutdown Came Too Late. What Happens Now?,The New York Times,2020,4,6,57,1,0,0,-1
Hungary’s Leader Grabbed Powers to Fight the Virus. Some Fear Other Motives.,The New York Times,2020,4,6,57,1,0,0,0
"He Led a Top Navy Ship. Now He Sits in Quarantine, Fired and Infected.",The New York Times,2020,4,6,57,1,0,0,0
"Ignoring Expert Opinion, Trump Again Promotes Use of Hydroxychloroquine",The New York Times,2020,4,6,57,1,0,0,-1
European Banks Prepared for a Crisis. But Not This One.,The New York Times,2020,4,6,57,1,0,0,0
Gaps in Amazon’s Response as Virus Spreads to More Than 50 Warehouses,The New York Times,2020,4,6,57,1,0,0,-1
How to Get Books When Bookstores and Libraries Are Closed,The New York Times,2020,4,6,57,1,0,0,1
"Bible Museum, Admitting Mistakes, Tries to Convert Its Critics",The New York Times,2020,4,6,57,1,0,0,-1
How Bill Withers Defined Soulful Selflessness,The New York Times,2020,4,6,57,1,0,0,1
Two Veteran C.E.O.s Risk $1.8 Billion on a Streaming App. In a Pandemic.,The New York Times,2020,4,6,57,1,0,0,-1
"Michael McKinnell, 84, Dies; Architect of a Monumental City Hall",The New York Times,2020,4,6,57,1,0,0,1
"Tom Dempsey, Record-Setting Kicker, Dies at 73",The New York Times,2020,4,6,57,1,0,0,0
Social Distancing Is a Privilege,The New York Times,2020,4,6,57,1,0,0,1
Detroit Tigers Hall of Famer Al Kaline Dies at 85,The Wall Street Journal,2020,4,6,57,1,1,1,-1
SEC Suspends Trading in Two Stocks Over Coronavirus Claims,The Wall Street Journal,2020,4,6,57,1,1,1,-1
U.S. Labels Russian White Supremacist Group as Global Terrorist,The Wall Street Journal,2020,4,6,57,1,1,1,-1
The Teachers Union Ate My Homework,The Wall Street Journal,2020,4,6,57,1,1,1,-1
Time to Look for a Vacation Deal? ‘Travel Addicts’ Are Planning Ahead,The Wall Street Journal,2020,4,6,57,1,1,1,1
Banks Stand to Lose More Than $100 Million on Loan to Luckin’s Chairman,The Wall Street Journal,2020,4,6,57,1,1,1,-1
Digital Dollars for All,The Wall Street Journal,2020,4,6,57,1,1,1,1
"Coronavirus: You Ask, We Answer",The Wall Street Journal,2020,4,6,57,1,1,1,-1
Prohibition Makes a Comeback,The Wall Street Journal,2020,4,6,57,1,1,1,0
Maxine Waters coronavirus plan threatens insurance industry,The Washington Times,2020,4,6,57,1,1,2,-1
New Orleans coronavirus death rate higher than New York,The Washington Times,2020,4,6,57,1,1,2,0
"USS Theodore Roosevelt has 155 coronavirus cases, Mark Esper says",The Washington Times,2020,4,6,57,1,1,2,-1
"J.B. Pritzker, Democrat governors blast Trump for failing to act sooner",The Washington Times,2020,4,6,57,1,1,2,-1
EDITORIAL: No room in Democratic Party's 'big tent' for pro-lifers,The Washington Times,2020,4,6,57,1,1,2,-1
Inside the Beltway: Joe Biden tweaks history to benefit campaign,The Washington Times,2020,4,6,57,1,1,2,0
Trump’s ‘LIBERATE MICHIGAN!’ tweets incite insurrection. That’s illegal.,The Washington Post,2020,4,17,58,1,0,1,-1
Why does Trump want higher oil prices?,The Washington Post,2020,4,17,58,1,0,1,-1
Trump Says States Can Start Reopening While Acknowledging the Decision Is Theirs,The New York Times,2020,4,17,58,1,0,0,-1
29 Dead at One Nursing Home From the Virus. Or More. No One Will Say.,The New York Times,2020,4,17,58,1,0,0,-1
The Coronavirus Is Mutating. What Does That Mean for a Vaccine?,The New York Times,2020,4,17,58,1,0,0,-1
U.K. Paid $20 Million for New Coronavirus Tests. They Didn’t Work.,The New York Times,2020,4,17,58,1,0,0,-1
E.P.A. Weakens Controls on Mercury,The New York Times,2020,4,17,58,1,0,0,-1
The Democratic Establishment Suddenly Loves Bernie Sanders,The New York Times,2020,4,17,58,1,0,0,1
Judge Denies Roger Stone’s Bid for a New Trial,The New York Times,2020,4,17,58,1,0,0,-1
‘Charger Desert’ in Big Cities Keeps Electric Cars From Mainstream,The New York Times,2020,4,17,58,1,0,0,1
There’s No Place Like Home (Theater),The New York Times,2020,4,17,58,1,0,0,1
"‘Trolls World Tour,’ a Kids’ Music Movie, Has Big Problems With Pop",The New York Times,2020,4,17,58,1,0,0,-1
"‘Beyond the Visible: Hilma af Klint’ Review: What Did She See, and When?",The New York Times,2020,4,17,58,1,0,0,0
Biden Is Losing the Internet. Does That Matter?,The New York Times,2020,4,17,58,1,0,0,-1
"China Post-Coronavirus: Signs of Life, Censorship and Paranoia",The New York Times,2020,4,17,58,1,0,0,-1
Liberalism Isn’t at All Out of Liberal Ideas,The Wall Street Journal,2020,4,17,58,1,1,1,-1
"Treasurys Maintain Recent Gains, Sending Note of Caution",The Wall Street Journal,2020,4,17,58,1,1,1,1
Unemployment claims wipe out nearly all job gains of the past decade,The Washington Times,2020,4,17,58,1,1,2,-1
Air Force One Instruction manual to cost $84 million,The Washington Times,2020,4,17,58,1,1,2,1
Donald Trump: Sports to begin again without fans,The Washington Times,2020,4,17,58,1,1,2,0
"Kaila Charles, after processing abrupt end to college career, looks ahead to draft",The Washington Times,2020,4,17,58,1,1,2,0
"John Wall confirms he's out this season, even if NBA resumes",The Washington Times,2020,4,17,58,1,1,2,-1
"PGA Tour announces revised schedule, aiming for June 11 return for golf",The Washington Times,2020,4,17,58,1,1,2,-1
FDA urges COVID-19 survivors to donate plasma for blood-related therapies,The Washington Times,2020,4,17,58,1,1,2,-1
XFL shutdown disappointing outcome for those who took leap of faith,The Washington Times,2020,4,17,58,1,1,2,-1
Two North Korean defectors take seats in South Korean parliament,The Washington Times,2020,4,17,58,1,1,2,0
Unemployment to hit 14% in preliminary CBO estimate,The Washington Times,2020,4,17,58,1,1,2,-1
New Orleans Jazz and Heritage Festival canceled for first time ever due to COVID-19,The Washington Times,2020,4,17,58,1,1,2,-1
U.K. likely to keep social distancing measures until vaccine is ready,The Washington Times,2020,4,17,58,1,1,2,-1
GOP mocks 'Nancy Antoinette' after Pelosi shows off high-end freezer full of ice cream,The Washington Times,2020,4,17,58,1,1,2,-1
"Trump Speech to Bring 1,000 West Point Cadets Back to Campus",The New York Times,2020,4,25,59,1,0,0,-1
Biden Will Fund-Raise With D.N.C. and His Appointee Will Lead the Committee,The New York Times,2020,4,25,59,1,0,0,1
Biden Leads Trump in Key States. But Hillary Clinton Led by More.,The New York Times,2020,4,25,59,1,0,0,0
The Tax-Break Bonanza Inside the Economic Rescue Package,The New York Times,2020,4,25,59,1,0,0,1
Our Ingenuity Shapes Facebook,The New York Times,2020,4,25,59,1,0,0,1
2020 N.F.L. Draft: What We Learned,The New York Times,2020,4,25,59,1,0,0,1
"Twist, Bend, Reach, Step: A Merce Cunningham Solo Anyone Can Try",The New York Times,2020,4,25,59,1,0,0,1
How the Met Opera Is Throwing a Gala Concert With Smartphones,The New York Times,2020,4,25,59,1,0,0,-1
"March, April, May: City’s Mood Darkens as Crisis Feels Endless",The New York Times,2020,4,25,59,1,0,0,-1
"‘I Like It, Actually’: Why So Many Older People Thrive in Lockdown",The New York Times,2020,4,25,59,1,0,0,1
‘Playing Russian Roulette’: Nursing Homes Told to Take the Infected,The New York Times,2020,4,25,59,1,0,0,-1
"Richard Sobol, Civil Rights Lawyer in the South, Dies at 82",The New York Times,2020,4,25,59,1,0,0,-1
"Fred the Godson, Nimble New York Rapper, Dies at 41",The New York Times,2020,4,25,59,1,0,0,-1
"Henry F. Graff, Columbia Historian of Presidents, Dies at 98",The New York Times,2020,4,25,59,1,0,0,-1
Failing to Help Those Who Need It Most,The New York Times,2020,4,25,59,1,0,0,-1
Investors Eye Fed Lending Program That Brought Rich Returns in 2009,The Wall Street Journal,2020,4,25,59,1,1,1,1
Lawsuits Pile Up Against Coronavirus Lockdown Measures,The Wall Street Journal,2020,4,25,59,1,1,1,-1
The Future of Electric Vehicles May Ride on Two Wheels,The Wall Street Journal,2020,4,25,59,1,1,1,1
Global Trade’s Little-Known Comfort Blanket Slips,The Wall Street Journal,2020,4,25,59,1,1,1,-1
Night Spots Come Back to Life Online,The Wall Street Journal,2020,4,25,59,1,1,1,1
Pepper...and Salt,The Wall Street Journal,2020,4,25,59,1,1,1,1
Rules Change for Census Volunteers During Coronavirus,The Wall Street Journal,2020,4,25,59,1,1,1,-1
ICUs on Rails: How France Coped With a Surge of Coronavirus Patients,The Wall Street Journal,2020,4,25,59,1,1,1,1
Texas Hotelier to Keep Money From U.S. Coronavirus-Related Loan Program,The Wall Street Journal,2020,4,25,59,1,1,1,-1
Millions of Credit-Card Customers Can’t Pay Their Bills. Lenders Are Bracing for Impact.,The Wall Street Journal,2020,4,25,59,1,1,1,1
"Trump Administration Program Nearly Ended Asylum. Now, Coronavirus Has Halted It.",The Wall Street Journal,2020,4,25,59,1,1,1,-1
Boeing Walks Away From Embraer Deal,The Wall Street Journal,2020,4,25,59,1,1,1,-1
"In Belarus, Everyday Life Is Much the Same as Coronavirus Spreads",The Wall Street Journal,2020,4,25,59,1,1,1,-1
A Symphony of Complication and Tenacity,The Wall Street Journal,2020,4,25,59,1,1,1,-1
Porsche 911: Two More Reasons Why It Reigns Supreme,The Wall Street Journal,2020,4,25,59,1,1,1,1
"Yes, the federal debt will be huge. But that shouldn’t stop government from doing what needs to be done.",The Washington Post,2020,5,12,60,1,0,1,-1
The Cities We Need,The New York Times,2020,5,12,60,1,0,0,1
"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",The New York Times,2020,5,12,60,1,0,0,-1
Bafflement Greets Boris Johnson’s Plan for Reopening Britain,The New York Times,2020,5,12,60,1,0,0,-1
Iranian Friendly Fire Kills 19 in 2nd Missile Accident of Year,The New York Times,2020,5,12,60,1,0,0,-1
Children Gravely Ill With Covid-19 Often Had Other Medical Conditions,The New York Times,2020,5,12,60,1,0,0,-1
Why Kamala Harris Isn’t Clamoring to Be Biden’s Running Mate,The New York Times,2020,5,12,60,1,0,0,1
Why Economic Pain Could Persist Even After the Pandemic Is Contained,The New York Times,2020,5,12,60,1,0,0,-1
M.L.B. Proposes an 82-Game Season Starting in July,The New York Times,2020,5,12,60,1,0,0,1
"For the Public Library, Martha Graham Is the Missing Link",The New York Times,2020,5,12,60,1,0,0,0
"Eat Rat, Make New Body: Easy Stuff for Pythons",The New York Times,2020,5,12,60,1,0,0,1
A Pandemic Benefit: The Expansion of Telemedicine,The New York Times,2020,5,12,60,1,0,0,1
"Thomas Reppetto, Crime Watchdog and Historian, Is Dead at 88",The New York Times,2020,5,12,60,1,0,0,-1
The Elites Were Living High. Then Came the Fall.,The New York Times,2020,5,12,60,1,0,0,-1
10-4: How to Reopen the Economy by Exploiting the Coronavirus’s Weak Spot,The New York Times,2020,5,12,60,1,0,0,0
FEMA Cancels $55.5 Million Mask Contract,The Wall Street Journal,2020,5,12,60,1,1,1,-1
"Militants Attack Afghan Hospital, Killing Babies",The Wall Street Journal,2020,5,12,60,1,1,1,-1
"As Countries Ease Coronavirus Lockdowns, New Cases Emerge",The Wall Street Journal,2020,5,12,60,1,1,1,1
That Other Epidemic,The Wall Street Journal,2020,5,12,60,1,1,1,-1
U.S. Budget Deficit Widened to $1.935 Trillion in 12 Months Through April,The Wall Street Journal,2020,5,12,60,1,1,1,-1
Supreme Court Hears Trump Lawyers’ Appeal to Stop Handover of Tax Documents,The Wall Street Journal,2020,5,12,60,1,1,1,1
Tua Tagovailoa surprises mom with car for Mother's Day,The Washington Times,2020,5,12,60,1,1,2,1
Pastor fights 'tyranny' of COVID-19 church crackdowns,The Washington Times,2020,5,12,60,1,1,2,-1
Trump supports Pennsylvania counties in 'mutiny' against Democratic governor's closure orders,The Washington Times,2020,5,12,60,1,1,2,-1
"Barr called on to resign over Flynn case by nearly 2,000 ex-Justice Department officials",The Washington Times,2020,5,12,60,1,1,2,-1
MLB proposal eyes Fourth of July start to regular season,The Washington Times,2020,5,12,60,1,1,2,-1
Supreme Court to hear two cases that could affect 2020 election,The Washington Times,2020,5,12,60,1,1,2,1
"Russia reports surge in new coronavirus cases, bringing total to third highest in the world",The Washington Times,2020,5,12,60,1,1,2,1
"Trump clashes with Weijia Jiang, CBS reporter, over coronavirus fatalities",The Washington Times,2020,5,12,60,1,1,2,-1
Business owners become outlaws in face of shutdown tactics,The Washington Times,2020,5,12,60,1,1,2,-1
Churches have been hypocritical during the pandemic,The Washington Post,2020,5,13,61,1,0,1,-1
Supreme Court Hears Oral Arguments On Trump Tax Return Case,The New York Times,2020,5,13,61,1,0,0,1
The Citizen’s Arrest Law Cited in Arbery’s Killing Dates Back to the Civil War,The New York Times,2020,5,13,61,1,0,0,-1
Trump Is Courting Black Voters. His Failures on the Virus Are a Problem.,The New York Times,2020,5,13,61,1,0,0,-1
"Mike Garcia, G.O.P. House Candidate, Is Ahead in California",The New York Times,2020,5,13,61,1,0,0,1
A Flower Shop Reinvented to Reopen,The New York Times,2020,5,13,61,1,0,0,-1
China’s Coronavirus Back-to-Work Lessons: Masks and Vigilance,The New York Times,2020,5,13,61,1,0,0,0
"Starved for Action, Bettors Turn Nebraska Horse Track Into Must-See TV",The New York Times,2020,5,13,61,1,0,0,-1
A Big Youth Baseball Tournament Was Played in Missouri. Was It Too Soon?,The New York Times,2020,5,13,61,1,0,0,-1
The Daily Call That 200 Arts Groups Hope Will Help Them Survive,The New York Times,2020,5,13,61,1,0,0,0
"For Bookstore Owners, Reopening Holds Promise and Peril",The New York Times,2020,5,13,61,1,0,0,1
What to Do With 50 Pounds of Potatoes? The Quandaries of Bulk Buying,The New York Times,2020,5,13,61,1,0,0,-1
"Ann McBride Norton, First Woman to Run Common Cause, Dies at 75",The New York Times,2020,5,13,61,1,0,0,-1
"No, Your FOIA Request Cannot Wait ‘Until This Emergency Is Over’",The New York Times,2020,5,13,61,1,0,0,0
The Spaces That Make Cities Fairer and More Resilient,The New York Times,2020,5,13,61,1,0,0,1
New York and New Jersey Start to Reopen Their Economies,The Wall Street Journal,2020,5,13,61,1,1,1,1
Corporate America Isn’t Betting On a V-Shaped Recovery,The Wall Street Journal,2020,5,13,61,1,1,1,0
Regulators Deny Approval of Chinese Masks in Giant California Order,The Wall Street Journal,2020,5,13,61,1,1,1,-1
The Supreme Court and the Lawyers’ Guilds,The Wall Street Journal,2020,5,13,61,1,1,1,1
‘Natural’ Review: Pork Loin vs. Impossible Burger,The Wall Street Journal,2020,5,13,61,1,1,1,0
Nationals announce ticket policy for games affected by coronavirus,The Washington Times,2020,5,13,61,1,1,2,-1
Maryland ping pong firm now sells face masks in pandemic,The Washington Times,2020,5,13,61,1,1,2,-1
War chest: Donald Trump's reelection campaign has raised an unprecedented $742 million,The Washington Times,2020,5,13,61,1,1,2,1
Anthony Fauci needs to get off national stage,The Washington Times,2020,5,13,61,1,1,2,-1
Pompeo condemns Afghanistan maternity ward attack as 'act of sheer evil',The Washington Times,2020,5,13,61,1,1,2,-1
